filename,harris_count,sift_count,count_difference,harris_percentage,sift_percentage,image_size,image_area,harris_density,sift_density
roma_1.jpg,473,9858,9385,4.5784531986663,95.4215467916541,1600x1200,1920000,0.00024635416666666664,0.005134375
roma_2.jpg,1209,30055,28846,3.8670675536122356,96.1329324431892,2304x1728,3981312,0.00030366874035493826,0.007549019016846708
building_3.jpg,722,3686,2964,16.37931034111177,83.6206896362022,1200x1600,1920000,0.00037604166666666667,0.0019197916666666667
building_2.jpg,569,6624,6055,7.910468509952666,92.08953147614493,1067x1600,1707200,0.0003332942830365511,0.003880037488284911
building_1.jpg,425,11085,10660,3.6924413550223765,96.30755863628953,1586x1187,1882582,0.0002257537785870682,0.005888189730912119
